"date","Australia","Brazil","China","France","India","Indonesia","Iran","Italy","Korea, South","Mexico","New Zealand","Russia","Spain","Sweden","Turkey","US","United Kingdom"
"2020-01-22","","","","","","","","","","","","","","","","1",""
"2020-01-23","","","","","","","","","","","","","","","","1",""
"2020-01-24","","","","2","","","","","","","","","","","","2",""
"2020-01-25","4","","","3","","","","","","","","","","","","2",""
"2020-01-26","4","","","3","","","","","","","","","","","","5",""
"2020-01-27","5","","","3","","","","","","","","","","","","5",""
"2020-01-28","5","","","4","","","","","","","","","","","","5",""
"2020-01-29","5","","","5","","","","","","","","","","","","5",""
"2020-01-30","9","","","5","1","","","","","","","","","","","5",""
"2020-01-31","9","","","5","1","","","2","","","","2","","1","","6","2"
"2020-02-01","12","","","6","1","","","2","","","","2","1","1","","8","2"
"2020-02-02","12","","","6","2","","","2","","","","2","1","1","","8","2"
"2020-02-03","12","","","6","3","","","2","","","","2","1","1","","11","2"
"2020-02-04","13","","","6","3","","","2","","","","2","1","1","","11","2"
"2020-02-05","13","","","6","3","","","2","","","","2","1","1","","12","2"
"2020-02-06","14","","","6","3","","","2","","","","2","1","1","","12","2"
"2020-02-07","15","","","6","3","","","3","","","","2","1","1","","12","3"
"2020-02-08","15","","","11","3","","","3","","","","2","1","1","","12","3"
"2020-02-09","15","","","11","3","","","3","","","","2","2","1","","12","3"
"2020-02-10","15","","","11","3","","","3","","","","2","2","1","","12","8"
"2020-02-11","15","","","11","3","","","3","","","","2","2","1","","13","8"
"2020-02-12","15","","","11","3","","","3","","","","2","2","1","","13","9"
"2020-02-13","15","","","11","3","","","3","","","","2","2","1","","15","9"
"2020-02-14","15","","","11","3","","","3","","","","2","2","1","","15","9"
"2020-02-15","15","","","12","3","","","3","","","","2","2","1","","15","9"
"2020-02-16","15","","","12","3","","","3","","","","2","2","1","","15","9"
"2020-02-17","15","","","12","3","","","3","","","","2","2","1","","15","9"
"2020-02-18","15","","","12","3","","","3","","","","2","2","1","","15","9"
"2020-02-19","15","","","12","3","","2","3","","","","2","2","1","","15","9"
"2020-02-20","15","","","12","3","","5","3","","","","2","2","1","","15","9"
"2020-02-21","19","","","12","3","","18","20","","","","2","2","1","","35","9"
"2020-02-22","22","","","12","3","","28","62","","","","2","2","1","","35","9"
"2020-02-23","22","","","12","3","","43","155","","","","2","2","1","","35","9"
"2020-02-24","22","","","12","3","","61","229","","","","2","2","1","","53","13"
"2020-02-25","22","","","14","3","","95","322","","","","2","6","1","","53","13"
"2020-02-26","22","1","","18","3","","139","453","","","","2","13","2","","59","13"
"2020-02-27","23","1","","38","3","","245","655","","","","2","15","7","","60","15"
"2020-02-28","23","1","","57","3","","388","888","","1","1","2","32","7","","62","20"
"2020-02-29","25","2","","100","3","","593","1128","","4","1","2","45","12","","70","23"
"2020-03-01","27","2","","130","3","","978","1694","","5","1","2","84","14","","76","36"
"2020-03-02","30","2","","191","5","2","1501","2036","","5","1","3","120","15","","101","40"
"2020-03-03","39","2","","204","5","2","2336","2502","","5","1","3","165","21","","122","51"
"2020-03-04","52","4","","285","28","2","2922","3089","","5","3","3","222","35","","153","85"
"2020-03-05","55","4","","377","30","2","3513","3858","","5","3","4","259","94","","221","115"
"2020-03-06","60","13","","653","31","4","4747","4636","","6","4","13","400","101","","278","163"
"2020-03-07","63","13","","949","34","4","5823","5883","","6","5","13","500","161","","417","206"
"2020-03-08","76","20","","1126","39","6","6566","7375","","7","5","17","673","203","","537","273"
"2020-03-09","91","25","","1209","43","19","7161","9172","","7","5","17","1073","248","","605","321"
"2020-03-10","107","31","","1784","56","27","","10149","","7","5","","1695","355","","959","382"
"2020-03-11","128","38","80921","3","62","34","9000","12462","7755","8","5","20","2277","500","1","1281","3"
"2020-03-12","128","52","80932","3","73","34","10075","12462","7869","12","5","28","2277","599","1","1663","3"
"2020-03-13","200","151","80945","6","82","69","11364","17660","7979","12","5","45","5232","814","5","2179","3"
"2020-03-14","250","151","80977","11","102","96","12729","21157","8086","26","6","59","6391","961","5","2726","3"
"2020-03-15","297","162","81003","14","113","117","13938","24747","8162","41","8","63","7798","1022","6","3499","4"
"2020-03-16","377","200","81033","17","119","134","14991","27980","8236","53","8","90","9942","1103","18","4632","8"
"2020-03-17","452","321","81058","31","142","172","16169","31506","8320","82","12","114","11748","1190","47","6421","10"
"2020-03-18","568","372","81102","9","156","227","17361","35713","8413","93","20","147","13910","1279","98","7785","16"
"2020-03-19","681","621","81156","15","194","311","18407","41035","8565","118","28","199","17963","1439","192","13679","27"
"2020-03-20","791","793","81250","20","244","369","19644","47021","8652","164","39","253","20410","1639","359","19100","31"
"2020-03-21","1071","1021","81305","26","330","450","20610","53578","8799","203","52","306","25374","1763","670","25513","49"
"2020-03-22","1490","1546","81397","196","396","514","21638","59138","8897","251","102","367","28603","1931","1236","33746","58"
"2020-03-23","1682","1924","81496","20123","499","579","23049","63927","8961","316","102","438","35136","2046","1529","43663","76"
"2020-03-24","2044","2247","81591","318","536","686","24811","69176","9037","367","155","495","39885","2286","1872","53736","87"
"2020-03-25","2364","2554","81661","367","657","790","27017","74386","9137","405","205","658","49515","2526","2433","65778","111"
"2020-03-26","2810","2985","81782","396","727","893","29406","80589","9241","475","283","840","57786","2840","3629","83836","154"
"2020-03-27","3143","3417","81897","438","887","1046","32332","86498","9332","585","368","1036","65719","3069","5698","101657","202"
"2020-03-28","3640","3904","81999","530","987","1155","35408","92472","9478","717","451","1264","73235","3447","7402","121465","223"
"2020-03-29","3984","4256","82122","534","1024","1285","38309","97689","9583","848","514","1534","80110","3700","9217","140909","258"
"2020-03-30","4361","4579","82198","620","1251","1414","41495","101739","9661","993","589","1836","87956","4028","10827","161831","312"
"2020-03-31","4559","5717","82279","699","1397","1528","44605","105792","9786","1094","647","2337","95923","4435","13531","188172","331"
"2020-04-01","4862","6836","82361","760","1998","1677","47593","110574","9887","1215","708","2777","104118","4947","15679","213372","391"
"2020-04-02","5116","8044","82432","824","2543","1790","50468","115242","9976","1378","797","3548","112065","5568","18135","243599","455"
"2020-04-03","5330","9056","82511","864","2567","1986","53183","119827","10062","1510","868","4149","119199","6131","20921","275586","521"
"2020-04-04","5550","10360","82543","895","3082","2092","55743","124632","10156","1688","950","4731","126168","6443","23934","308853","574"
"2020-04-05","5687","11130","82602","934","3588","2273","58226","128948","10237","1890","1039","5389","131646","6830","27069","337072","630"
"2020-04-06","5797","12161","82665","953","4778","2491","60500","132547","10284","2143","1106","6343","136675","7206","30217","366667","671"
"2020-04-07","5895","14034","82718","996","5311","2738","62589","135586","10331","2439","1160","7497","141942","7693","34109","396223","707"
"2020-04-08","6010","16170","82809","1009","5916","2956","64586","139422","10384","2785","1210","8672","148220","8419","38226","429052","741"
"2020-04-09","6108","18092","82883","1032","6725","3293","66220","143626","10423","3181","1239","10131","153222","9141","42282","461437","795"
"2020-04-10","6215","19638","82941","1062","7598","3512","68192","147577","10450","3441","1283","11917","158273","9685","47029","496535","847"
"2020-04-11","6303","20727","83014","1073","8446","3842","70029","152271","10480","3844","1312","13584","163027","10151","52167","526396","883"
"2020-04-12","6315","22192","83134","1079","9205","4241","71686","156363","10512","4219","1330","15770","166831","10483","56956","555313","927"
"2020-04-13","6351","23430","83213","1096","10453","4557","73303","159516","10537","4661","1349","18328","170099","10948","61049","580619","949"
"2020-04-14","6415","25262","83306","1108","11487","4839","74877","162488","10564","5014","1366","21102","172541","11445","65111","607670","972"
"2020-04-15","6440","28320","83356","1112","12322","5136","76389","165155","10591","5399","1386","24490","177644","11927","69392","636350","1007"
"2020-04-16","6462","30425","83403","1131","13430","5516","77995","168941","10613","5847","1401","27938","184948","12540","74193","667801","1052"
"2020-04-17","6522","33682","83760","1161","14352","5923","79494","172434","10635","6297","1409","32008","190839","13216","78546","699706","1077"
"2020-04-18","6547","36658","83787","1180","15722","6248","80868","175925","10653","6875","1422","36793","191726","13822","82329","732197","1097"
"2020-04-19","6547","38654","83805","1203","17615","6575","82211","178972","10661","7497","1431","42853","198674","14385","86306","759086","1105"
"2020-04-20","6547","40743","83817","1205","18539","6760","83505","181228","10674","8261","1440","47121","200210","14777","90980","784326","1113"
"2020-04-21","6547","43079","83853","1247","20080","7135","84802","183957","10683","8772","1445","52763","204178","15322","95591","811865","1128"
"2020-04-22","6547","45757","83868","1265","21370","7418","85996","187327","10694","9501","1451","57999","208389","16004","98674","840220","1143"
"2020-04-23","6661","50036","83884","1277","23077","7775","87026","189973","10708","11633","1456","62773","213024","16755","101790","869170","1168"
"2020-04-24","6677","54043","83899","1316","24530","8211","88194","192994","10718","12872","1461","68622","219764","17567","104912","905333","1176"
"2020-04-25","6694","59324","83909","1352","26283","8607","89328","195351","10728","13842","1470","74588","223759","18177","107773","938154","1192"
"2020-04-26","6714","63100","83912","1373","27890","8882","90481","197675","10738","14677","1469","80949","226629","18640","110130","965783","1197"
"2020-04-27","6721","67446","83918","1374","29451","9096","91472","199414","10752","15529","1472","87147","229422","18926","112261","988090","1199"
"2020-04-28","6744","73235","83940","1448","31324","9511","92584","201505","10761","16752","1474","93558","232128","19621","114653","1012582","1205"
"2020-04-29","6752","79685","83944","1450","33062","9771","93657","203591","10765","17799","1476","99399","236899","20302","117589","1039909","1220"
"2020-04-30","6766","87187","83956","1535","34863","10118","94640","205463","10774","19224","1479","106498","213435","21092","120204","1069424","1228"
