"date","Goa/North Goa","Goa/Other State","Goa/South Goa"
"2020-03-25","   .00 %","",""
"2020-04-04","   .00 %","",""
"2020-05-14","","","   .00 %"
"2020-05-16","","","   .00 %"
"2020-05-17","","","   .00 %"
"2020-05-18","","","   .00 %"
"2020-05-19","","","   .00 %"
"2020-05-20","","","   .00 %"
"2020-05-21","","","   .00 %"
"2020-05-22","","","   .00 %"
"2020-05-23","","","   .00 %"
"2020-05-24","","","   .00 %"
"2020-05-25","","","   .00 %"
"2020-05-30","","","   .00 %"
"2020-05-31","","","   .00 %"
"2020-06-01","","","   .00 %"
"2020-06-02","","","   .00 %"
"2020-06-03","","","   .00 %"
"2020-06-04","","","   .00 %"
"2020-06-05","","","   .00 %"
"2020-06-06","","","   .00 %"
"2020-06-07","","","   .00 %"
"2020-06-08","","","   .00 %"
"2020-06-09","","","   .00 %"
"2020-06-10","","   .00 %","   .00 %"
"2020-06-11","","   .00 %","   .00 %"
"2020-06-12","","   .00 %","   .00 %"
"2020-06-13","","   .00 %","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .00 %"
"2020-06-15","","   .00 %","   .00 %"
"2020-06-16","   .00 %","   .00 %","   .00 %"
"2020-06-17","   .00 %","","   .00 %"
"2020-06-18","   .00 %","   .00 %","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .00 %"
"2020-06-20","","   .00 %","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","   .00 %","   .00 %"
"2020-06-23","","","   .00 %"
"2020-06-24","   .00 %","   .00 %",""
"2020-06-25","   .00 %","   .00 %","   .00 %"
"2020-06-26","   .00 %","   .00 %","   .00 %"
"2020-06-27","   .00 %","   .00 %","   .00 %"
"2020-06-28","   .00 %","   .00 %","   .00 %"
"2020-06-29","   .00 %","   .00 %",""
"2020-06-30","   .00 %","   .00 %","   .00 %"
"2020-07-01","   .00 %","   .00 %","   .00 %"
"2020-07-02","","","   .00 %"
"2020-07-03","   .00 %","","   .00 %"
"2020-07-04","   .00 %","   .00 %","   .00 %"
"2020-07-05","   .00 %","   .00 %","-50.00 %"
"2020-07-06","   .00 %","   .00 %",""
"2020-07-07","   .00 %","   .00 %","   .00 %"
"2020-07-08","","   .00 %","   .00 %"
"2020-07-09","   .00 %","   .00 %","   .00 %"
"2020-07-10","   .00 %","   .00 %",""
"2020-07-11","   .00 %","   .00 %","   .00 %"
"2020-07-12","   .00 %","   .00 %","-33.33 %"
"2020-07-13","   .00 %","   .00 %"," 50.00 %"
"2020-07-14","   .00 %","   .00 %","-66.67 %"
"2020-07-15","   .00 %","   .00 %",""
"2020-07-16","   .00 %","   .00 %","   .00 %"
"2020-07-17","   .00 %","   .00 %"," ##.## %"
"2020-07-18","   .00 %","   .00 %",""
"2020-07-19","   .00 %","   .00 %","   .00 %"
"2020-07-20","   .00 %","   .00 %","   .00 %"
"2020-07-21","   .00 %","   .00 %","   .00 %"
"2020-07-22","","   .00 %","   .00 %"
"2020-07-23","   .00 %","   .00 %","-50.00 %"
"2020-07-24","   .00 %","   .00 %",""
"2020-07-25","   .00 %","   .00 %","   .00 %"
"2020-07-26","","   .00 %","   .00 %"
"2020-07-27","   .00 %","   .00 %","-50.00 %"
"2020-07-28","   .00 %","   .00 %",""
"2020-07-29","   .00 %","   .00 %","   .00 %"
"2020-07-30"," ##.## %","   .00 %","-50.00 %"
"2020-07-31","-50.00 %","   .00 %"," ##.## %"
"2020-08-01","   .00 %","   .00 %","   .00 %"
"2020-08-02","   .00 %","   .00 %"," ##.## %"
"2020-08-03","   .00 %","   .00 %","-50.00 %"
"2020-08-04","   .00 %","   .00 %"," 50.00 %"
"2020-08-05"," ##.## %","   .00 %",""
"2020-08-06","","","   .00 %"
"2020-08-07","   .00 %","   .00 %","   .00 %"
"2020-08-08","   .00 %","   .00 %",""
"2020-08-09","   .00 %","   .00 %","   .00 %"
"2020-08-10","-50.00 %","   .00 %"," ##.## %"
"2020-08-11","   .00 %",""," 25.00 %"
"2020-08-12","","   .00 %","-40.00 %"
"2020-08-13","   .00 %","   .00 %","-33.33 %"
"2020-08-14","   .00 %","",""
"2020-08-15","-50.00 %","","   .00 %"
"2020-08-16"," ##.## %","","   .00 %"
"2020-08-17"," 50.00 %","   .00 %","   .00 %"
"2020-08-18","-33.33 %","   .00 %","-25.00 %"
"2020-08-19"," 50.00 %","   .00 %"," 66.67 %"
"2020-08-20","-66.67 %","   .00 %","-80.00 %"
"2020-08-21"," ##.## %","   .00 %"," ##.## %"
"2020-08-22","-80.00 %","","   .00 %"
"2020-08-23"," ##.## %","   .00 %","-50.00 %"
"2020-08-24","","   .00 %"," ##.## %"
"2020-08-25","   .00 %",""," 25.00 %"
"2020-08-26","-75.00 %",""," 40.00 %"
"2020-08-27"," ##.## %","","-42.86 %"
"2020-08-28","-50.00 %","","-25.00 %"
"2020-08-29"," ##.## %","","-66.67 %"
"2020-08-30","",""," ##.## %"
"2020-08-31"," ##.## %","   .00 %","-40.00 %"
