"date","Australia","Brazil","China","France","India","Indonesia","Iran","Italy","Korea, South","Mexico","New Zealand","Russia","Spain","Sweden","Turkey","US","United Kingdom"
"2020-01-22","","","","","","","","","","","","","","","","",""
"2020-01-23","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","","","","","","","","","","","",""
"2020-01-25","","","","","","","","","","","","","","","","",""
"2020-01-26","","","","","","","","","","","","","","","","",""
"2020-01-27","","","","","","","","","","","","","","","","",""
"2020-01-28","","","","","","","","","","","","","","","","",""
"2020-01-29","","","","","","","","","","","","","","","","",""
"2020-01-30","","","","","","","","","","","","","","","","",""
"2020-01-31","","","","","","","","","","","","","","","","",""
"2020-02-01","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-02","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-03","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-04","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-05","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-06","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-07","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-08","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-09","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-10","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-11","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-12","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-13","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-14","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-15","0","","","1","0","","","0","","","","0","0","0","","0","0"
"2020-02-16","0","","","1","0","","","0","","","","0","0","0","","0","0"
"2020-02-17","0","","","1","0","","","0","","","","0","0","0","","0","0"
"2020-02-18","0","","","1","0","","","0","","","","0","0","0","","0","0"
"2020-02-19","0","","","1","0","","2","0","","","","0","0","0","","0","0"
"2020-02-20","0","","","1","0","","2","0","","","","0","0","0","","0","0"
"2020-02-21","0","","","1","0","","4","1","","","","0","0","0","","0","0"
"2020-02-22","0","","","1","0","","5","2","","","","0","0","0","","0","0"
"2020-02-23","0","","","1","0","","8","3","","","","0","0","0","","0","0"
"2020-02-24","0","","","1","0","","12","7","","","","0","0","0","","0","0"
"2020-02-25","0","","","1","0","","16","10","","","","0","0","0","","0","0"
"2020-02-26","0","0","","2","0","","19","12","","","","0","0","0","","0","0"
"2020-02-27","0","0","","2","0","","26","17","","","","0","0","0","","0","0"
"2020-02-28","0","0","","2","0","","34","21","","0","0","0","0","0","","0","0"
"2020-02-29","0","0","","2","0","","43","29","","0","0","0","0","0","","1","0"
"2020-03-01","1","0","","2","0","","54","34","","0","0","0","0","0","","1","0"
"2020-03-02","1","0","","3","0","0","66","52","","0","0","0","0","0","","6","0"
"2020-03-03","1","0","","4","0","0","77","79","","0","0","0","1","0","","7","0"
"2020-03-04","2","0","","4","0","0","92","107","","0","0","0","2","0","","11","0"
"2020-03-05","2","0","","6","0","0","107","148","","0","0","0","3","0","","12","1"
"2020-03-06","2","0","","9","0","0","124","197","","0","0","0","5","0","","14","2"
"2020-03-07","2","0","","11","0","0","145","233","","0","0","0","10","0","","17","2"
"2020-03-08","4","0","","19","0","0","194","366","","0","0","0","17","0","","21","3"
"2020-03-09","4","0","","19","0","0","237","463","","0","0","0","28","0","","22","4"
"2020-03-10","3","0","","33","0","0","","631","","0","0","","35","0","","28","6"
"2020-03-11","3","0","3161","","1","1","354","827","60","0","0","0","54","1","0","36",""
"2020-03-12","3","0","3172","","1","1","429","827","66","0","0","0","55","1","0","40",""
"2020-03-13","3","0","3180","","2","4","514","1266","66","0","0","0","133","1","0","47",""
"2020-03-14","3","0","3193","","2","5","611","1441","72","0","0","0","195","2","0","54",""
"2020-03-15","3","0","3203","","2","5","724","1809","75","0","0","0","289","3","0","63",""
"2020-03-16","3","0","3217","","2","5","853","2158","75","0","0","0","342","6","0","85",""
"2020-03-17","5","1","3230","","3","5","988","2503","81","0","0","0","533","7","1","108",""
"2020-03-18","6","3","3241","","3","19","1135","2978","84","0","0","0","623","10","1","118",""
"2020-03-19","6","6","3249","","4","25","1284","3405","91","1","0","1","830","11","3","200",""
"2020-03-20","7","11","3253","","5","32","1433","4032","94","1","0","1","1043","16","4","244",""
"2020-03-21","7","15","3259","","4","38","1556","4825","102","2","0","1","1375","20","9","307",""
"2020-03-22","7","25","3265","674","7","48","1685","5476","104","2","0","1","1756","21","30","427","281"
"2020-03-23","7","34","3274","","10","49","1812","6077","111","3","0","1","2311","25","37","552","335"
"2020-03-24","8","46","3281","1100","10","55","1934","6820","120","4","0","1","2808","36","44","706","422"
"2020-03-25","8","59","3285","1331","12","58","2077","7503","126","5","0","3","3647","62","59","942","465"
"2020-03-26","13","77","3291","1696","20","78","2234","8215","131","6","0","3","4365","77","75","1209","578"
"2020-03-27","13","92","3296","1995","20","87","2378","9134","139","8","0","4","5138","105","92","1581","759"
"2020-03-28","14","111","3299","2314","24","102","2517","10023","144","12","0","4","5982","105","108","2026","1019"
"2020-03-29","16","136","3304","2606","27","114","2640","10779","152","16","1","8","6803","110","131","2467","1228"
"2020-03-30","17","159","3308","3024","32","122","2757","11591","158","20","1","9","7716","146","168","2978","1408"
"2020-03-31","18","201","3309","3523","35","136","2898","12428","162","28","1","17","8464","180","214","3873","1789"
"2020-04-01","20","240","3316","4032","58","157","3036","13155","165","29","1","24","9387","239","277","4757","2352"
"2020-04-02","24","324","3322","5387","72","170","3160","13915","169","37","1","30","10348","308","356","5926","2921"
"2020-04-03","28","359","3326","6507","72","181","3294","14681","174","50","1","34","11198","358","425","7087","3605"
"2020-04-04","30","445","3330","7560","86","191","3452","15362","177","60","1","43","11947","373","501","8407","4313"
"2020-04-05","35","486","3333","8078","99","198","3603","15887","183","79","1","45","12641","401","574","9619","4934"
"2020-04-06","40","564","3335","8911","136","209","3739","16523","186","94","1","47","13341","477","649","10783","5373"
"2020-04-07","45","686","3335","10328","150","221","3872","17127","192","125","1","58","14045","591","725","12722","6159"
"2020-04-08","50","819","3337","10869","178","240","3993","17669","200","141","1","63","14792","687","812","14695","7097"
"2020-04-09","51","950","3339","12210","226","280","4110","18279","204","174","1","76","15447","793","908","16478","7978"
"2020-04-10","54","1057","3340","13197","246","306","4232","18849","208","194","2","94","16081","870","1006","18586","8958"
"2020-04-11","57","1124","3343","13832","288","327","4357","19468","211","233","4","106","16606","887","1101","20462","9875"
"2020-04-12","60","1223","3343","14393","331","373","4474","19899","214","273","4","130","17209","899","1198","22019","10612"
"2020-04-13","61","1328","3345","14967","358","399","4585","20465","217","296","5","148","17756","919","1296","23528","11329"
"2020-04-14","62","1532","3345","15729","393","459","4683","21067","222","332","9","170","18056","1033","1403","25831","12107"
"2020-04-15","63","1736","3346","17167","405","469","4777","21645","225","406","9","198","18708","1203","1518","28325","12868"
"2020-04-16","63","1924","3346","17920","448","496","4869","22170","229","449","9","232","19315","1333","1643","32916","13729"
"2020-04-17","66","2141","4636","18681","486","520","4958","22745","230","486","11","273","20002","1400","1769","36773","14576"
"2020-04-18","67","2354","4636","19323","521","535","5031","23227","232","546","11","313","20043","1511","1890","38664","15464"
"2020-04-19","67","2462","4636","19718","559","582","5118","23660","234","650","12","361","20453","1540","2017","40661","16060"
"2020-04-20","67","2587","4636","20265","592","590","5209","24114","236","686","12","405","20852","1580","2140","42094","16509"
"2020-04-21","67","2741","4636","20796","645","616","5297","24648","237","712","13","456","21282","1765","2259","44444","17337"
"2020-04-22","67","2906","4636","21340","681","635","5391","25085","238","857","14","513","21717","1937","2376","46622","18100"
"2020-04-23","75","3331","4636","21856","721","647","5481","25549","240","1069","17","555","22157","2021","2491","49954","18738"
"2020-04-24","79","3704","4636","22245","780","689","5574","25969","240","1221","18","615","22524","2152","2600","51949","19506"
"2020-04-25","80","4057","4636","22614","825","720","5650","26384","242","1305","18","681","22902","2192","2706","53755","20319"
"2020-04-26","83","4286","4637","22856","881","743","5710","26644","243","1351","19","747","23190","2194","2805","54881","20732"
"2020-04-27","83","4603","4637","23293","939","765","5806","26977","244","1434","19","794","23521","2274","2900","56259","21092"
"2020-04-28","89","5083","4637","23660","1008","773","5877","27359","246","1569","19","867","23822","2355","2992","58355","21678"
"2020-04-29","91","5513","4637","24087","1079","784","5957","27682","247","1732","19","972","24275","2462","3081","60967","26097"
"2020-04-30","93","6006","4637","24376","1154","792","6028","27967","248","1859","19","1073","24543","2586","3174","62996","26771"
"2020-05-01","93","6412","4637","24594","1223","800","6091","28236","250","1972","20","1169","24543","2653","3258","64943","27510"
"2020-05-02","94","6761","4637","24729","1323","831","6156","28710","250","2061","20","1222","25100","2669","3336","66369","28131"
"2020-05-03","95","7051","4637","24864","1391","845","6203","28884","252","2154","20","1280","25264","2679","3397","67682","28446"
"2020-05-04","96","7367","4637","25168","1566","864","6277","29079","254","2271","20","1356","25428","2769","3461","68922","28734"
"2020-05-05","97","7938","4637","25498","1693","872","6340","29315","255","2507","21","1451","25613","2854","3520","71064","29427"
"2020-05-06","97","8588","4637","25772","1785","895","6418","29684","256","2704","21","1537","25857","2941","3584","73431","30076"
"2020-05-07","97","9190","4637","25949","1889","930","6486","29958","256","2961","21","1625","26070","3040","3641","75662","30615"
"2020-05-08","97","10017","4637","26192","1985","943","6541","30201","256","3160","21","1723","26299","3175","3689","77180","31241"
"2020-05-09","97","10656","4637","26271","2101","959","6589","30395","256","3353","21","1827","26478","3220","3739","78795","31587"
"2020-05-10","97","11123","4637","26341","2212","973","6640","30560","256","3465","21","1915","26621","3225","3786","79526","31855"
"2020-05-11","97","11653","4637","26604","2294","991","6685","30739","258","3573","21","2009","26744","3256","3841","80682","32065"
"2020-05-12","98","12461","4637","26951","2415","1007","6733","30911","259","3926","21","2116","26920","3313","3894","82376","32692"
"2020-05-13","98","13240","4637","27032","2551","1028","6783","31106","260","4220","21","2212","27104","3460","3952","84119","33186"
"2020-05-14","98","13999","4637","27381","2649","1043","6854","31368","260","4477","21","2305","27321","3529","4007","85898","33614"
"2020-05-15","98","14962","4637","27485","2753","1076","6902","31610","262","4767","21","2418","27459","3646","4055","87530","33998"
"2020-05-16","98","15662","4638","27483","2871","1089","6937","31763","262","5045","21","2537","27563","3674","4096","88754","34466"
"2020-05-17","99","16118","4638","28062","3025","1148","6988","31908","263","5177","21","2631","27563","3679","4140","89562","34636"
"2020-05-18","99","16853","4638","28193","3156","1191","7057","32007","263","5332","21","2722","27709","3698","4171","90347","34796"
"2020-05-19","100","17983","4638","27976","3302","1221","7119","32169","263","5666","21","2837","27778","3743","4199","91921","35341"
"2020-05-20","100","18859","4638","28084","3434","1242","7183","32330","264","6090","21","2972","27888","3831","4222","93439","35704"
"2020-05-21","101","20047","4638","28167","3584","1278","7249","32486","264","6510","21","3099","27940","3871","4249","94702","36042"
"2020-05-22","101","21048","4638","28167","3726","1326","7300","32616","266","6989","21","3249","28628","3925","4276","95979","36393"
"2020-05-23","102","22013","4638","28167","3868","1351","7359","32735","266","7179","21","3388","28678","3992","4308","97087","36675"
"2020-05-24","102","22666","4638","28317","4024","1372","7417","32785","267","7394","21","3541","28752","3998","4340","97720","36793"
"2020-05-25","102","23473","4638","28407","4172","1391","7451","32877","269","7633","21","3633","26834","4029","4369","98220","36914"
"2020-05-26","103","24512","4638","28480","4344","1418","7508","32955","269","8134","21","3807","27117","4125","4397","98913","37048"
"2020-05-27","103","25598","4638","28546","4534","1473","7564","33072","269","8597","22","3968","27117","4220","4431","100418","37460"
"2020-05-28","103","26754","4638","28611","4711","1496","7627","33142","269","9044","22","4142","27119","4266","4461","101616","37837"
"2020-05-29","103","27878","4638","28663","4980","1520","7677","33229","269","9415","22","4374","27121","4350","4489","102809","38161"
"2020-05-30","103","28834","4638","28720","5185","1573","7734","33340","270","9779","22","4555","27125","4395","4515","103776","38376"
"2020-05-31","103","29314","4638","28751","5408","1613","7797","33415","271","9930","22","","27127","4395","4540","104381","38489"
"2020-06-01","102","29937","4638","28779","5608","1641","7878","33475","272","10167","22","4849","27127","4403","4563","105165","39045"
"2020-06-02","102","31199","4638","28886","5829","1663","7942","33530","273","10637","22","5031","27127","4468","4585","106180","39369"
"2020-06-03","102","32548","4638","28967","6088","1698","8012","33601","273","11729","22","5208","27128","4542","4609","107175","39728"
"2020-06-04","102","34021","4638","29010","6363","1721","8071","33689","273","12545","22","5376","27133","4562","4630","108211","39904"
"2020-06-05","102","34021","4638","29056","6649","1770","8134","33774","273","13170","22","5520","27134","4639","4648","109132","40261"
"2020-06-06","102","35930","4638","29087","6946","1801","8209","33846","273","13511","22","5717","27135","4656","4669","109802","40465"
"2020-06-07","102","36455","4638","29100","7207","1851","8281","33899","273","13699","22","5851","27136","4659","4692","110514","40542"
"2020-06-08","102","37134","4638","29153","7473","1883","8351","33964","274","14053","22","5963","27136","4694","4711","110990","40597"
"2020-06-09","102","38406","4638","29237","","1923","8425","34043","276","14649","22","6134","27136","4717","4729","111989","40883"
"2020-06-10","102","39680","4638","29260","7745","1959","8506","34114","276","15357","22","6350","27136","4795","4746","112924","85"
"2020-06-11","102","40919","4638","29287","8498","2000","8584","34167","277","15944","22","6522","27136","4814","4763","113820","41364"
"2020-06-12","102","41828","4638","29315","8498","2048","8659","34223","277","16448","22","6705","27136","4854","4778","114669","41566"
