"date","Australia","Brazil","China","France","India","Indonesia","Iran","Italy","Korea, South","Mexico","New Zealand","Russia","Spain","Sweden","Turkey","US","United Kingdom"
"2020-01-22","","","","","","","","","","","","","","","","",""
"2020-01-23","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","","","","","","","","","","","",""
"2020-01-25","","","","","","","","","","","","","","","","",""
"2020-01-26","","","","","","","","","","","","","","","","",""
"2020-01-27","","","","","","","","","","","","","","","","",""
"2020-01-28","","","","","","","","","","","","","","","","",""
"2020-01-29","","","","","","","","","","","","","","","","",""
"2020-01-30","","","","","","","","","","","","","","","","",""
"2020-01-31","","","","","","","","","","","","","","","","",""
"2020-02-01","","","","","","","","","","","","","","","","",""
"2020-02-02","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-03","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-04","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-05","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-06","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-07","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-08","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-09","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-10","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-11","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-12","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-13","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-14","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-15","0","","","1","0","","","0","","","","0","0","0","","0","0"
"2020-02-16","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-17","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-18","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-19","0","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-20","0","","","0","0","","0","0","","","","0","0","0","","0","0"
"2020-02-21","0","","","0","0","","2","1","","","","0","0","0","","0","0"
"2020-02-22","0","","","0","0","","1","1","","","","0","0","0","","0","0"
"2020-02-23","0","","","0","0","","3","1","","","","0","0","0","","0","0"
"2020-02-24","0","","","0","0","","4","4","","","","0","0","0","","0","0"
"2020-02-25","0","","","0","0","","4","3","","","","0","0","0","","0","0"
"2020-02-26","0","","","1","0","","3","2","","","","0","0","0","","0","0"
"2020-02-27","0","0","","0","0","","7","5","","","","0","0","0","","0","0"
"2020-02-28","0","0","","0","0","","8","4","","","","0","0","0","","0","0"
"2020-02-29","0","0","","0","0","","9","8","","0","0","0","0","0","","1","0"
"2020-03-01","1","0","","0","0","","11","5","","0","0","0","0","0","","0","0"
"2020-03-02","0","0","","1","0","","12","18","","0","0","0","0","0","","5","0"
"2020-03-03","0","0","","1","0","0","11","27","","0","0","0","1","0","","1","0"
"2020-03-04","1","0","","0","0","0","15","28","","0","0","0","1","0","","4","0"
"2020-03-05","0","0","","2","0","0","15","41","","0","0","0","1","0","","1","1"
"2020-03-06","0","0","","3","0","0","17","49","","0","0","0","2","0","","2","1"
"2020-03-07","0","0","","2","0","0","21","36","","0","0","0","5","0","","3","0"
"2020-03-08","2","0","","8","0","0","49","133","","0","0","0","7","0","","4","1"
"2020-03-09","0","0","","0","0","0","43","97","","0","0","0","11","0","","1","1"
"2020-03-10","-1","0","","14","0","0","","168","","0","0","","7","0","","6","2"
"2020-03-11","0","0","","","1","1","117","196","","0","0","0","19","1","","8",""
"2020-03-12","0","0","11","","0","0","75","0","6","0","0","0","1","0","0","4",""
"2020-03-13","0","0","8","","1","3","85","439","0","0","0","0","78","0","0","7",""
"2020-03-14","0","0","13","","0","1","97","175","6","0","0","0","62","1","0","7",""
"2020-03-15","0","0","10","","0","0","113","368","3","0","0","0","94","1","0","9",""
"2020-03-16","0","0","14","","0","0","129","349","0","0","0","0","53","3","0","22",""
"2020-03-17","2","1","13","","1","0","135","345","6","0","0","0","191","1","1","23",""
"2020-03-18","1","2","11","","0","14","147","475","3","0","0","0","90","3","0","10",""
"2020-03-19","0","3","8","","1","6","149","427","7","1","0","1","207","1","2","82",""
"2020-03-20","1","5","4","","1","7","149","627","3","0","0","0","213","5","1","44",""
"2020-03-21","0","4","6","","-1","6","123","793","8","1","0","0","332","4","5","63",""
"2020-03-22","0","10","6","641","3","10","129","651","2","0","0","0","381","1","21","120","275"
"2020-03-23","0","9","9","","3","1","127","601","7","1","0","0","555","4","7","125","54"
"2020-03-24","1","12","7","426","0","6","122","743","9","1","0","0","497","11","7","154","87"
"2020-03-25","0","13","4","231","2","3","143","683","6","1","0","2","839","26","15","236","43"
"2020-03-26","5","18","6","365","8","20","157","712","5","1","0","0","718","15","16","267","113"
"2020-03-27","0","15","5","299","0","9","144","919","8","2","0","1","773","28","17","372","181"
"2020-03-28","1","19","3","319","4","15","139","889","5","4","0","0","844","0","16","445","260"
"2020-03-29","2","25","5","292","3","12","123","756","8","4","1","4","821","5","23","441","209"
"2020-03-30","1","23","4","418","5","8","117","812","6","4","0","1","913","36","37","511","180"
"2020-03-31","1","42","1","499","3","14","141","837","4","8","0","8","748","34","46","895","381"
"2020-04-01","2","39","7","509","23","21","138","727","3","1","0","7","923","59","63","884","563"
"2020-04-02","4","84","6","1355","14","13","124","760","4","8","0","6","961","69","79","1169","569"
"2020-04-03","4","35","4","1120","0","11","134","766","5","13","0","4","850","50","69","1161","684"
"2020-04-04","2","86","4","1053","14","10","158","681","3","10","0","9","749","15","76","1320","708"
"2020-04-05","5","41","3","518","13","7","151","525","6","19","0","2","694","28","73","1212","621"
"2020-04-06","5","78","2","833","37","11","136","636","3","15","0","2","700","76","75","1164","439"
"2020-04-07","5","122","0","1417","14","12","133","604","6","31","0","11","704","114","76","1939","786"
"2020-04-08","5","133","2","541","28","19","121","542","8","16","0","5","747","96","87","1973","938"
"2020-04-09","1","131","2","1341","48","40","117","610","4","33","0","13","655","106","96","1783","881"
"2020-04-10","3","107","1","987","20","26","122","570","4","20","1","18","634","77","98","2108","980"
"2020-04-11","3","67","3","635","42","21","125","619","3","39","2","12","525","17","95","1876","917"
"2020-04-12","3","99","0","561","43","46","117","431","3","40","0","24","603","12","97","1557","737"
"2020-04-13","1","105","2","574","27","26","111","566","3","23","1","18","547","20","98","1509","717"
"2020-04-14","1","204","0","762","35","60","98","602","5","36","4","22","300","114","107","2303","778"
"2020-04-15","1","204","1","1438","12","10","94","578","3","74","0","28","652","170","115","2494","761"
"2020-04-16","0","188","0","753","43","27","92","525","4","43","0","34","607","130","125","4591","861"
"2020-04-17","3","217","1290","761","38","24","89","575","1","37","2","41","687","67","126","3857","847"
"2020-04-18","1","213","0","642","35","15","73","482","2","60","0","40","41","111","121","1891","888"
"2020-04-19","0","108","0","395","38","47","87","433","2","104","1","48","410","29","127","1997","596"
"2020-04-20","0","125","0","547","33","8","91","454","2","36","0","44","399","40","123","1433","449"
"2020-04-21","0","154","0","531","53","26","88","534","1","26","1","51","430","185","119","2350","828"
"2020-04-22","0","165","0","544","36","19","94","437","1","145","1","57","435","172","117","2178","763"
"2020-04-23","8","425","0","516","40","12","90","464","2","212","3","42","440","84","115","3332","638"
"2020-04-24","4","373","0","389","59","42","93","420","0","152","1","60","367","131","109","1995","768"
"2020-04-25","1","353","0","369","45","31","76","415","2","84","0","66","378","40","106","1806","813"
"2020-04-26","3","229","1","242","56","23","60","260","1","46","1","66","288","2","99","1126","413"
"2020-04-27","0","317","0","437","58","22","96","333","1","83","0","47","331","80","95","1378","360"
"2020-04-28","6","480","0","367","69","8","71","382","2","135","0","73","301","81","92","2096","586"
"2020-04-29","2","430","0","427","71","11","80","323","1","163","0","105","453","107","89","2612","4419"
"2020-04-30","2","493","0","289","75","8","71","285","1","127","0","101","268","124","93","2029","674"
"2020-05-01","0","406","0","218","69","8","63","269","2","113","1","96","0","67","84","1947","739"
"2020-05-02","1","349","0","135","100","31","65","474","0","89","0","53","557","16","78","1426","621"
"2020-05-03","1","290","0","135","68","14","47","174","2","93","0","58","164","10","61","1313","315"
"2020-05-04","1","316","0","304","175","19","74","195","2","117","0","76","164","90","64","1240","288"
"2020-05-05","1","571","0","330","127","8","63","236","1","236","1","95","185","85","59","2142","693"
"2020-05-06","0","650","0","274","92","23","78","369","1","197","0","86","244","87","64","2367","649"
"2020-05-07","0","602","0","177","104","35","68","274","0","257","0","88","213","99","57","2231","539"
"2020-05-08","0","827","0","243","96","13","55","243","0","199","0","98","229","135","48","1518","626"
"2020-05-09","0","639","0","79","116","16","48","194","0","193","0","104","179","45","50","1615","346"
"2020-05-10","0","467","0","70","111","14","51","165","0","112","0","88","143","5","47","731","268"
"2020-05-11","0","530","0","263","82","18","45","179","2","108","0","94","123","31","55","1156","210"
"2020-05-12","1","808","0","347","121","16","48","172","1","353","0","107","176","57","53","1694","627"
"2020-05-13","0","779","0","81","136","21","50","195","1","294","0","96","184","147","58","1743","494"
"2020-05-14","0","759","0","349","98","15","71","262","0","257","0","93","217","69","55","1779","428"
"2020-05-15","0","963","0","104","104","33","48","242","2","290","0","113","138","117","48","1632","384"
"2020-05-16","0","700","1","-2","118","13","35","153","0","278","0","119","104","28","41","1224","468"
"2020-05-17","1","456","0","579","154","59","51","145","1","132","0","94","0","5","44","808","170"
"2020-05-18","0","735","0","131","131","43","69","99","0","155","0","91","146","19","31","785","160"
"2020-05-19","1","1130","0","-217","146","30","62","162","0","334","0","115","69","45","28","1574","545"
"2020-05-20","0","876","0","108","132","21","64","161","1","424","0","135","110","88","23","1518","363"
"2020-05-21","1","1188","0","83","150","36","66","156","0","420","0","127","52","40","27","1263","338"
"2020-05-22","0","1001","0","0","142","48","51","130","2","479","0","150","688","54","27","1277","351"
"2020-05-23","1","965","0","0","142","25","59","119","0","190","0","139","50","67","32","1108","282"
"2020-05-24","0","653","0","150","156","21","58","50","1","215","0","153","74","6","32","633","118"
"2020-05-25","0","807","0","90","148","19","34","92","2","239","0","92","-1918","31","29","500","121"
"2020-05-26","1","1039","0","73","172","27","57","78","0","501","0","174","283","96","28","693","134"
"2020-05-27","0","1086","0","66","190","55","56","117","0","463","1","161","0","95","34","1505","412"
"2020-05-28","0","1156","0","65","177","23","63","70","0","447","0","174","2","46","30","1198","377"
"2020-05-29","0","1124","0","52","269","24","50","87","0","371","0","232","2","84","28","1193","324"
"2020-05-30","0","956","0","57","205","53","57","111","1","364","0","181","4","45","26","967","215"
"2020-05-31","0","480","0","31","223","40","63","75","1","151","0","","2","0","25","605","113"
"2020-06-01","-1","623","0","28","200","28","81","60","1","237","0","294","0","8","23","768","556"
"2020-06-02","0","1262","0","107","221","22","64","55","1","470","0","182","0","65","22","1031","324"
"2020-06-03","0","1349","0","81","259","35","70","71","0","1092","0","177","1","74","24","995","359"
"2020-06-04","0","1473","0","43","275","23","59","88","0","816","0","168","5","20","21","1036","176"
"2020-06-05","0","1005","0","46","286","49","63","85","0","625","0","144","1","77","18","1162","357"
"2020-06-06","0","904","0","31","297","31","75","72","0","341","0","197","1","17","21","711","204"
"2020-06-07","0","525","0","13","261","50","72","53","0","188","0","134","1","3","23","444","77"
"2020-06-08","0","679","0","53","266","32","70","65","1","354","0","112","0","35","19","483","55"
"2020-06-09","0","1272","0","84","","40","74","79","2","596","0","171","0","23","18","978","286"
"2020-06-10","0","1274","0","23","272","36","81","71","0","708","0","216","0","78","17","935","-40798"
"2020-06-11","0","1239","0","27","753","41","78","53","1","587","0","172","0","19","17","896","41279"
"2020-06-12","0","909","0","28","0","48","75","56","0","504","0","183","0","40","15","849","202"
"2020-06-13","0","892","0","24","386","43","71","78","0","424","0","114","0","20","14","767","181"
"2020-06-14","0","612","0","7","311","43","107","44","0","269","0","119","0","0","15","296","36"
"2020-06-15","0","627","0","29","705","64","113","26","1","439","0","143","0","17","18","395","38"
"2020-06-16","0","1282","0","109","2003","33","115","34","1","730","0","193","0","48","17","836","233"
"2020-06-17","0","1269","0","28","334","45","120","43","1","770","0","194","0","102","19","754","184"
"2020-06-18","0","1238","0","28","336","63","87","66","0","667","0","182","0","12","21","721","135"
"2020-06-19","0","1206","0","14","375","34","120","47","0","647","0","181","1179","0","23","687","173"
"2020-06-20","0","1022","1","14","306","56","115","49","0","387","0","161","7","0","22","594","128"
"2020-06-21","0","641","0","6","445","36","116","24","0","1044","0","109","1","0","23","258","43"
"2020-06-22","0","654","0","21","312","35","119","23","1","759","0","95","1","69","24","425","14"
"2020-06-23","1","1374","1","57","465","35","121","18","0","793","0","153","1","39","27","826","280"
"2020-06-24","1","1185","0","9","418","38","133","-31","1","947","0","154","2","48","24","752","154"
"2020-06-25","0","1141","1","19","407","47","134","34","0","736","0","91","3","21","21","2430","149"
"2020-06-26","0","990","0","25","384","63","109","30","0","719","0","176","8","50","19","629","184"
"2020-06-27","0","1109","0","-1","410","37","125","8","0","602","0","188","3","0","17","500","100"
"2020-06-28","0","552","0","0","380","34","144","22","0","267","0","102","2","0","15","264","36"
"2020-06-29","0","692","0","32","418","51","162","6","0","473","0","92","3","30","18","337","25"
"2020-06-30","0","1280","0","27","507","71","147","23","0","648","0","154","9","23","16","1277","156"
"2020-07-01","0","1038","0","17","434","58","141","21","0","741","0","215","9","37","19","645","176"
"2020-07-02","0","1252","0","14","379","53","148","30","0","679","0","147","4","41","17","678","89"
